Malformed or incomplete keys detected in Eurostat JSON (Health):
Key: 29241 -- Dims: [29241] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29040 -- Dims: [29040] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29041 -- Dims: [29041] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29042 -- Dims: [29042] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29043 -- Dims: [29043] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29044 -- Dims: [29044] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29045 -- Dims: [29045] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29046 -- Dims: [29046] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29047 -- Dims: [29047] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29048 -- Dims: [29048] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29049 -- Dims: [29049] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29050 -- Dims: [29050] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28842 -- Dims: [28842] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28843 -- Dims: [28843] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28844 -- Dims: [28844] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28845 -- Dims: [28845] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28846 -- Dims: [28846] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28847 -- Dims: [28847] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28848 -- Dims: [28848] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28849 -- Dims: [28849] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28850 -- Dims: [28850] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28851 -- Dims: [28851] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28852 -- Dims: [28852] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28853 -- Dims: [28853] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28854 -- Dims: [28854] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28855 -- Dims: [28855] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28856 -- Dims: [28856] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28857 -- Dims: [28857] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28858 -- Dims: [28858] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28859 -- Dims: [28859] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28860 -- Dims: [28860] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28861 -- Dims: [28861] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28862 -- Dims: [28862] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28863 -- Dims: [28863] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28864 -- Dims: [28864] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28865 -- Dims: [28865] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28866 -- Dims: [28866] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28867 -- Dims: [28867] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28868 -- Dims: [28868] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28869 -- Dims: [28869] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28870 -- Dims: [28870] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28871 -- Dims: [28871] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28872 -- Dims: [28872] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28873 -- Dims: [28873] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28874 -- Dims: [28874] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28875 -- Dims: [28875] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29355 -- Dims: [29355] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29356 -- Dims: [29356] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29357 -- Dims: [29357] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29358 -- Dims: [29358] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29359 -- Dims: [29359] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29360 -- Dims: [29360] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29361 -- Dims: [29361] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29362 -- Dims: [29362] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29363 -- Dims: [29363] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29365 -- Dims: [29365] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29366 -- Dims: [29366] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29367 -- Dims: [29367] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29368 -- Dims: [29368] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29369 -- Dims: [29369] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29370 -- Dims: [29370] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29371 -- Dims: [29371] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29372 -- Dims: [29372] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29373 -- Dims: [29373] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29051 -- Dims: [29051] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29052 -- Dims: [29052] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29053 -- Dims: [29053] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29054 -- Dims: [29054] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29055 -- Dims: [29055] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29056 -- Dims: [29056] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29057 -- Dims: [29057] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29058 -- Dims: [29058] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29059 -- Dims: [29059] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29060 -- Dims: [29060] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29061 -- Dims: [29061] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29062 -- Dims: [29062] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29063 -- Dims: [29063] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29064 -- Dims: [29064] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29065 -- Dims: [29065] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29066 -- Dims: [29066] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29067 -- Dims: [29067] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29068 -- Dims: [29068] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29069 -- Dims: [29069] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29076 -- Dims: [29076] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29077 -- Dims: [29077] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29078 -- Dims: [29078] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29079 -- Dims: [29079] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29080 -- Dims: [29080] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29081 -- Dims: [29081] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29082 -- Dims: [29082] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29083 -- Dims: [29083] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29084 -- Dims: [29084] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29085 -- Dims: [29085] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29086 -- Dims: [29086] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29087 -- Dims: [29087] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29088 -- Dims: [29088] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29185 -- Dims: [29185] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29186 -- Dims: [29186] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29187 -- Dims: [29187] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29188 -- Dims: [29188] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29189 -- Dims: [29189] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29190 -- Dims: [29190] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29191 -- Dims: [29191] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29192 -- Dims: [29192] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29193 -- Dims: [29193] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29194 -- Dims: [29194] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29195 -- Dims: [29195] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29196 -- Dims: [29196] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29197 -- Dims: [29197] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29198 -- Dims: [29198] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29199 -- Dims: [29199] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29200 -- Dims: [29200] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29201 -- Dims: [29201] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29202 -- Dims: [29202] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28994 -- Dims: [28994] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28995 -- Dims: [28995] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28996 -- Dims: [28996] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28997 -- Dims: [28997] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28998 -- Dims: [28998] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 28999 -- Dims: [28999] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29000 -- Dims: [29000] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29001 -- Dims: [29001] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29002 -- Dims: [29002] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29003 -- Dims: [29003] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29004 -- Dims: [29004] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29005 -- Dims: [29005] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29006 -- Dims: [29006] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29007 -- Dims: [29007] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29008 -- Dims: [29008] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29009 -- Dims: [29009] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29010 -- Dims: [29010] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29011 -- Dims: [29011] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29012 -- Dims: [29012] -- IDs: ['sex', 'unit', 'geo', 'time']
Key: 29393 -- Dims: [29393] -- IDs: ['sex', 'unit', 'geo', 'time']
